Job Name,Job Description,posting date,Expereince,Location,Company Name,Job Applicatio link,Job Type
Safety Specialist 2 - Woodbridge,"JOB SUMMARY
 
Under the direction of the General Manager, the Safety Specialist 2 provides advanced expertise in environmental health and safety (EHS) program management. This role is responsible for leading regulatory compliance initiatives, managing complex permit programs, and serving as a subject matter expert for safety and environmental operations. The Safety Specialist 2 is expected to drive continuous improvement projects and represent the company in regulatory and industry forums. This role conducts a variety of environmental and safety activities, reporting, and data analysis in support of the facility regulatory compliance assignments. Assists in the management of site-specific regulatory permit programs and communicates with regulatory agencies. Manages onsite safety and environmental contractors and consultants and coordinates with the Corporate EHS Department for program management.
 
ESSENTIAL FUNCTIONS
 

Support Plant Leadership and the company’s EHS Department with all aspects of regulatory compliance and program management.
Manage environmental and safety projects with internal team and external contractors including review and interpretation of compliance data.
Serve as the primary liaison with regulatory agencies.
Independently manage permit activities associated with but not exclusive to USEPA, OSHA, CalEPA, Cal OSHA, Local Air Pollution Control Districts, Regional and State Water Resources Control Boards, County Environmental Health Agencies, FDA.
Work directly with plant teams to manage permits including, but not limited to: Waste Discharge Requirements, Supply Water Permits, Title V and Non-Title V Air Permits, RMP/PSM/Cal ARP, Hazardous Material and Waste Facility Registrations, Refrigerant Management Program.
Lead internal audits, inspections, and safety committees; ensure corrective actions are implemented.
Analyze regulatory changes, assess operational impacts, and recommend compliance strategies.
Represent TWG in government or industry committees.
Drive continuous improvement initiatives in safety performance, environmental stewardship, and operational efficiency.
Ensure timely completion of activities and tasks assigned through the company EHS Management System (Intelex).
Work with management teams to identify, develop, and implement continuous improvement projects applicable to both regulatory and operational improvements.
Analyze, interpret, and understand laws and regulations enacted by State, Local, and Federal Agencies, its impact on company’s operations and provide recommendations to implement lawful and cost-effective compliance.
Gather in-field data from multiple facilities and compile into one central location.
This job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for their job. Duties, responsibilities, and activities may change at any time with or without notice.

 
QUALIFICATIONS
 

Bachelor’s degree in environmental sciences/management and health and safety or related field preferred (engineering, public health).
5+ years progressive experience in EHS roles.
Demonstrated expertise in regulatory compliance, permitting, and program management.
Relevant EHS training, coursework, or continuing education preferred, including OSHA 30-Hour General Industry, OSHA 511 or equivalent, Cal/OSHA compliance training, hazardous materials/waste management, incident investigation/root cause analysis, JHA/JSA development, risk assessment, environmental compliance, or similar job-related EHS development.
Track record of driving continuous improvement and innovation.
Act as a role model for professionalism, integrity, and safety leadership.
Champion sustainability initiatives aligned with TWG’s environmental stewardship goals.


Maintain current knowledge of industry best practices and emerging regulatory trends.
Consistently deliver high-quality work under tight deadlines.
Must have a strong commitment to workplace safety programs and policies.
Must be able to read, fully comprehend, and implement requirements of laws, regulations, and technical documents.
Skilled in effectively communicating in oral and written form with all internal and external individuals.
Ability to effectively manage internal and external visitors, auditors, and regulators.
Skilled in technical data analysis and report writing.
Excellent organizational and interpersonal skills with attention to detail.
Demonstrated reliability and punctuality, work effectively in team/crew environment, adherence to all safety regulations and operating procedures.
Ability to be highly organized and keep others organized and on track.

 
PHYSICAL DEMANDS
 

While performing the duties of this job, the employee is frequently required to stand; walk; sit; use hands to finger, handle or feel; reach with hands and arms; talk or hear.
Occasionally required to climb or balance; stoop, kneel, crouch, or crawl.
Able to lift and carry up to 50 pounds.
Working environment has exposure to both indoors and outdoors and related warehouse/production equipment and associated noise levels.
Ability to perform tasks requiring bending, stooping, standing, and twisting in the performance of various tasks in the warehouse/production environment.

 
COMPENSATION
 

Hiring Salary Range Posted: $75,400 - $113,200.
Actual compensation will be based on factors such as experience, skills, knowledge, and abilities, education, and other position-related factors.

 
 
At The Wine Group, we are proud to be an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, disability, protected veteran status or other characteristic protected by law.
 
#LI-CG1",30/04/2026,N/A,"The Wine Group, 5950 E. Woodbridge Road, Acampo, California, United States of America",The Wine Group,https://jobs.dayforcehcm.com/en-US/twg/CANDIDATEPORTAL/jobs/20015,N/A
Guest Services (Part-time) - Benziger Family Winery,"JOB SUMMARY
 
Reporting to the Hospitality Coordinator, the part time Guest Services position is responsible for providing exceptional hospitality and memorable guest experiences by welcoming and directing guests, introducing winery offerings to include tastings and visitation policies, taking, and fulfilling reservations, and guiding guests to/from experiences. Excellent communication, customer service skills, and a positive attitude are critical in this highly visible position. This is an onsite guest concierge booth position at Benziger Family Winery.
 
ESSENTIAL FUNCTIONS
 

Primary point of contact for all guest interactions to include greeting in-person or via telephone, responding to inquiries, executing daily reservations, and processing ticket sales to ensure the best guest experience possible.
Screen and respond to email and phone calls related to Guest Services, including but not limited to making reservations, answering general questions, coordinating wine order pickups, relaying company policies, etc.
Ensure that all guests feel welcome and are given responsive, friendly, and courteous service.
Work collaboratively with Hospitality/Events and Tasting Room teams to organize and manage reservations for the daily customer experience.
Utilize Hospitality calendar and internal cross-functional contact list to provide timely customer service.
Ability to multi-task to efficiently and effectively open and close Guest Services; processing reservations, answering voice messages, deposits, organizing information and preparing for the next day’s business.
Utilize POS and reservation systems to manage high volume tour and elevated experience transactions. Possess a high level of integrity for performing sales transactions.
Collaborate with Guest Services team members to adhere to reservation policies with assistance from the Hospitality and Guest Relations Manager and Tasting Room Managers.
Create and build on guest experiences through upsell tasting and tour experiences.
Assist with data entry within Hospitality systems such as Tripleseat, Red Chrip, eCellar etc.
Maintain a professional and welcoming office environment and perform office support functions: filing, copying, mailing, supply orders, etc.

 
OTHER FUNCTIONS
 

Follow safety policies and procedures for department as well as winery safety protocols.
Proactively identify opportunities/challenges and with a focus on process improvement to create efficiencies and enhance the guest experience.
Suggests methods to improve operations, efficiencies, and service levels to customers.
Maintain a professional appearance, while adhering to dress code.
Uses excellent organization skills to manage workflows and balance shifting priorities.
Meticulous attention to detail and quality of work, as well as superior organizational skills
Excellent analytical and problem-solving skills.
This job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for their job. Duties, responsibilities, and activities may change at any time with or without notice.

 
QUALIFICATIONS
 

Must be at least 18 years of age and have a valid driver’s license.
High school diploma or equivalent required.


Two years’ experience in a premium winery tasting room, hospitality setting and/or retail sales position preferred.
Must be available to work weekends and some holidays.
Computer proficiency: Microsoft Office Suite and the ability to learn POS and reservation systems.
Superior customer service skills and service driven approach.
Strong attention to detail, excellent communication, organizational and interpersonal skills.
Contribute as a team player, working with other associates to reach monthly and daily sales goals.
Always maintain a professional appearance representative of the winery.
Demonstrated ability to multi-task, follow-up, and work in a fast-paced environment with shifting priorities.
Pro-active and thorough in completing tasks and pursuing new assignments.
Ability to work independently with minimal direct supervision.
Demonstrated reliability, punctuality, and adherence to all safety regulations and operating procedures.

 
PHYSICAL DEMANDS
 

Ability to perform tasks requiring bending, standing, and twisting in an office environment.

 
COMPENSATION
 

Hourly Pay Rate Posted: $20.00/hr. Eligible for incentives, tips, and bonuses. 

 
 
At The Wine Group, we are proud to be an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, disability, protected veteran status or other characteristic protected by law. 
 
#LI-CG1",30/04/2026,N/A,"The Wine Group, 1883 London Ranch Rd., Glen Ellen, California, United States of America",The Wine Group,https://jobs.dayforcehcm.com/en-US/twg/CANDIDATEPORTAL/jobs/20007,N/A
Wine Specialist (Part-time) - Benziger Family Winery,"JOB SUMMARY
 
Benziger Family Winery is searching for enthusiastic, passionate wine sales and customer service professionals to join our dynamic, high energy Tasting Room team. 
 
The Wine Specialist is a part-time position responsible for creating a memorable wine and customer service experience at our captivating estate property while promoting wine sales, enrolling new club members, and providing engaging wine education to guests.
 
Schedule: This is a part‑time position requiring availability for a minimum of 3 days per week. Schedules are based on tasting room business needs.
 
ESSENTIAL FUNCTIONS
 

Provide excellent customer service in all areas, including welcoming guests and educating them on our wine portfolio and elevated tasting experiences. 
Create and execute an exclusive, personalized experience for each guest by confidently speaking to wines, varietals, winemaking and viticulture practices, growing regions, winery history, and brand history. 
Promote the sale of wine and non-wine retail products, with a strong focus on closing sales and upselling. 
 


Drive new Wine Club memberships through guest engagement and relationship building.


Collect guest information, including names and email addresses, for future outreach.


Conduct daily seated tastings, bar tastings, and tours as scheduled.

Host specialty programs, lunches, dinners, or private events as assigned. 
Represent winery by pouring at offsite and on-premise special events. 
Maintain, update, and expand wine knowledge of the winery, viticulture, enology by participating in educational trainings and tastings within the Winery and through outside sources. 
Learn and operate POS systems to manage high-volume wine and merchandise transactions with accuracy and integrity.
Provides retail merchandising support by ensuring products and displays are visually appealing, well-organized, and fully stocked.

 
OTHER FUNCTIONS
 

This job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for their job. Duties, responsibilities, and activities may change at any time with or without notice.  

 
QUALIFICATIONS
 

Must be at least 21 years of age. 
Two or more years’ experience in a premium winery tasting room, hospitality, or retail sales environment preferred. 
Must be available to work weekends, holidays, and special events. 
Strong enthusiasm for wine and interest in continuing to expand wine knowledge. 
Service driven mindset with superior customer service, organizational, and interpersonal skills. 
Friendly, positive, and professional demeanor when interacting with guests, vendors, and team members. 
Team-oriented, collaborating with peers to achieve daily and monthly sales goals. 
Strong attention to detail with the ability to multitask and thrive in a fast-paced environment.
Ability to work independently with minimal direct supervision.
Demonstrated reliability, punctuality, and adherence to all safety regulations and operating procedures.
Must hold a valid driver’s license.

 
PHYSICAL DEMANDS
 

Must be able to frequently lift and carry weights of up to 40 pounds.

Ability to operate various equipment, including but not limited to lift trucks, hand trucks, and dishwashers.


Ability to bend, stoop, twist, and stand for extended periods of time.


Ability to work on your feet for long durations during shifts


 
COMPENSATION
 

Hourly Pay Rate Posted: $20.00 plus incentives, tips, and bonuses. 

 
 
At The Wine Group, we are proud to be an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, disability, protected veteran status or other characteristic protected by law.
 
#LI-CG1",28/04/2026,N/A,"The Wine Group, 1883 London Ranch Rd., Glen Ellen, California, United States of America",The Wine Group,https://jobs.dayforcehcm.com/en-US/twg/CANDIDATEPORTAL/jobs/19999,N/A
Maintenance Supervisor (Facilities) - Ripon,"JOB SUMMARY
 
The Facilities Maintenance Supervisor reports to the Maintenance Senior Manager. This position is responsible for but not limited to: Managing all facility maintenance areas, supervision and development of Maintenance Technicians, training, and safety. Additionally, this position will be accountable for supporting annual capital plan development, and executing capital projects, and dealing with outside vendors. This position will also utilize CMMS software and programs, work closely with operations staff to balance maintenance and production needs. This person will drive a proactive maintenance strategy through the use and implementation of industry best practices like TPM and RCM tools and methods. As an integral part of the maintenance management team, they will lead and support the facility maintenance team, assist with process and operations development, and improve overall operational efficiency. They will develop, implement, and analyze working methodologies to improve manufacturing efficiency and reliability, increasing asset utilization and reducing costs. Expectation is to develop a culture of loss control and prevention, emphasizing continuous improvement. This person will have responsibility for driving change management in the facility.
 
ESSENTIAL FUNCTIONS
 

Responsible for the maintenance upkeep and continuous improvements of facility equipment, finished wine supply and all other support equipment.
Supervise and develop Maintenance Technicians and Operator skills. Effective communication (verbal/written), problem solving, decision-making, coaching, training, etc.
Drive an increase in safety culture for the maintenance team and the Ripon site with a zero compromise towards safety mindset.
Ensure that all maintenance tasks, whether through outside vendors or internal technicians, are in compliance with company and governmental requirements, including safety and sanitation.
Results-driven: Set and meet deadlines in an ever-changing production environment and a willingness to work when needed.
Strategic thinking: Execute an overall site asset maintenance strategy and the tactical plans for implementation. Manage the maintenance budget while delivering higher asset productivity through reduction of maintenance related downtime.
Measure efficient maintenance planning, scheduling, and tracking using CMMS.
Lead engineering efforts in equipment selection and implementation of capital projects including start-ups as well as identification and resolution of chronic equipment downtime issues.
Culture: Increase employees' knowledge and skills to identify root cause problem solving and make effective repairs that result in less downtime.
Manage facility maintenance teams work scope, inspection routines, and work order scheduling.
Maintain a close interaction with Production, Quality, Planning, Engineering and Finance.
Track and monitor KPIs (key performance indicators) and targets that lead to effective maintenance in support of operations. Use KPIs to influence decisions.
Accountability metrics include improving overall asset reliability and reducing unscheduled downtime and maintenance costs through oversight for all technical aspects of the facility.
This job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for their job. Duties, responsibilities, and activities may change at any time with or without notice.

 
QUALIFICATIONS
 

High school diploma or GED equivalent required. BS in Mechanical or Electrical Engineering preferred.
5+ years related experience in the production/ manufacturing environment.
Familiar with industrial electronics/electrical, ammonia refrigeration, pneumatics, mechanical systems, hydraulics, building construction, blueprints, processing equipment, boilers, PLC's and VFD's.
Experience managing RMP/PSM projects related to ammonia and SO2.
Strong computer skills relating to CMMS/work order system and MS Office suite.
Committed to safety, quality, and productivity.
Knowledge of OSHA and other FED/State rules and regulations including environmental.
Department leadership: Must gain the respect of all personnel through effective leadership. Possess and demonstrate Preventative and Predictive Maintenance. Management knowledge and have a strong grasp of cost drivers, vendor choices, planning, scheduling.
Strive for continuous improvements in all areas of responsibility and keep current with technological advancements.
Demonstrated reliability and punctuality, work effectively in team/crew environment, adherence to all safety regulations and operating procedures.

 
PHYSICAL DEMANDS
 

Ability to perform tasks requiring bending, stooping, standing, and in a primarily office and occasionally in a production environment.
Working environment has exposure to related warehouse equipment and associated noise levels.

 
COMPENSATION
 

Hiring Salary Range Posted: $78,900 - $118,300.
Actual compensation will be based on factors such as experience; skills, knowledge, and abilities; education; and other position related factors.

 
 
At The Wine Group, we are proud to be an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, disability, protected veteran status or other characteristic protected by law.
 
#LI-BH1",28/04/2026,N/A,"The Wine Group, 17000 E. Highway 120, Ripon, California, United States of America",The Wine Group,https://jobs.dayforcehcm.com/en-US/twg/CANDIDATEPORTAL/jobs/19988,N/A
Refrigeration/HVAC Maintenance Technician 4 - Ripon,"JOB SUMMARY
 
Serve as a highly skilled technical expert responsible for the safe, efficient operation, maintenance, troubleshooting, and optimization of industrial ammonia refrigeration systems and HVAC equipment used for precise wine and juice temperature control, as well as facility climate management. The Refrigeration/HVAC Technician will perform advanced diagnostics, repairs, and preventive maintenance on ammonia-based central systems (including compressors, condensers, evaporators, vessels, valves, pumps, and controls) and HVAC components (such as chillers, air handlers, rooftop units, and ductwork). In the absence of the Sr. Ref/HVAC Tech, assume supervisory responsibilities for daily HVAC/refrigeration operations, ensuring compliance with all safety protocols (including PSM/RMP for ammonia), company SOPs, and regulatory standards (OSHA, EPA). Maintain product integrity, promote energy efficiency, and drive continuous improvement initiatives to enhance system reliability, reduce downtime, and minimize costs/waste.
 
They will also help in the administration of company, department rules, regulations, and standard operating procedures. The technician will be held accountable in maintaining product integrity and creating safe an efficient production flow according to TWG protocols.
 
ESSENTIAL FUNCTIONS
 

Expertly operate, monitor, troubleshoot, repair, and maintain industrial ammonia refrigeration systems, ensuring optimal performance for wine/juice temperature control while adhering to Process Safety Management (PSM) and Risk Management Program (RMP) requirements.
Diagnose and resolve complex mechanical, electrical, and control issues in ammonia systems (e.g., screw/reciprocal compressors, evaporative condensers, glycol/brine loops) and HVAC systems (e.g., package units, split systems, chilled water loops).
Perform preventive and predictive maintenance, including inspections, oil analysis, vibration monitoring, leak detection/repair, valve overhauls, pump-outs, and system pump-downs/restarts, following all mandated safety procedures.
Complete accurate documentation, including logs, maintenance records, work orders, PSM checklists, and regulatory compliance reports.
Demonstrate strong leadership: train and mentor team members on refrigeration/HVAC processes, safety protocols, and SOPs; assign workloads and evaluate performance when acting in a supervisory capacity.
Analyze operational data to identify inefficiencies, recommend improvements (e.g., energy-saving upgrades, process optimizations), and proactively address potential issues to prevent downtime or quality impacts.
Interact effectively with management, vendors, contractors, and cross-functional teams; communicate technical information clearly in verbal and written form.
Ensure full compliance with all company policies, safety standards, GMPs, OSHA/EPA regulations, and winery-specific protocols for hazardous chemical handling (including ammonia).

 
OTHER FUNCTIONS
 

Support emergency response and participate in incident investigations related to refrigeration/HVAC systems.
Assist with system installations, modifications, or upgrades as needed.
Model The Wine Group core values in all decisions and actions.
This job description reflects management’s assignment of essential functions; it does not restrict additional tasks that may be assigned.
Must have ability to learn and effectively train others on all work processes in accordance to SOP and Safety Programs and hold others accountable as necessary.
In the case where foreman is absent, must be able to assign appropriate workloads and evaluate the quantity and quality of the work performed while ensuring the safety practices and policies are being followed.
Support and model all company procedures and policies.
This job description reflects management’s assignment of general functions; it does not restrict the tasks that may be assigned.

 
QUALIFICATIONS
 

Minimum 4 - 5 + years of hands-on experience with industrial ammonia refrigeration systems (preferred in food/beverage/winery environments) and demonstrated expertise in HVAC maintenance/repair.
Proven advanced knowledge of ammonia refrigeration principles, components, and troubleshooting (e.g., screw/reciprocating compressors, electrical controls, PLCs, alarm systems).
Experience with HVAC systems, including chillers, air conditioning units, ventilation, and related utilities.
Strong understanding of PSM/RMP programs, RETA (Refrigerating Engineers and Technicians Association) standards, and relevant certifications (e.g., CARO, CIRO, or equivalent ammonia operator certification preferred; willingness to obtain if not held).
High school diploma or equivalent required; technical/vocational training or associate degree in refrigeration/HVAC/mechanical systems strongly preferred.
Excellent computer skills (Microsoft Word, Excel, Outlook; familiarity with CMMS or refrigeration monitoring software a plus).
Demonstrated leadership, problem-solving, and initiative in fast-paced environments.
Superior attention to detail, safety record, attendance, and work performance history.
Must be 18+ years old, pass pre-employment physical, drug screen, and any required testing/certifications (e.g., First Aid/CPR/AED, Emergency Responder).
Ability to embrace and demonstrate The Wine Group Core Values: Long-Term Sustainable Value Creation, Relentlessly Entrepreneurial, Empowered People who are Responsible and Trustworthy.
Must embrace and demonstrate The Wine Group Core Values of Long-Term Sustainable Value Creation, while being Relentlessly Entrepreneurial, with Empowered People who are Responsible and Trustworthy and keep them in mind when making all decisions.

 
PHYSICAL DEMANDS
 

Lift and carry up to 55 lbs. repeatedly.
Climb stairs, vertical tank ladders (up to 60’+), enter confined spaces/manholes, and perform work at heights while using appropriate fall protection.
Work with hazardous chemicals (including ammonia) and wear required PPE (respirators, face masks, chemical suits, etc.).
Perform tasks involving bending, stooping, kneeling, lifting, pulling, pushing, and working in varying temperatures/extreme conditions.
Ability to respond to emergency calls outside regular shifts.

 
COMPENSATION
 

Hourly Pay Rate Posted: $44.30/hr.

 
 
At The Wine Group, we are proud to be an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, disability, protected veteran status, or other characteristic protected by law.
 
#LI-BH1",21/04/2026,N/A,"The Wine Group, 17000 E. Highway 120, Ripon, California, United States of America",The Wine Group,https://jobs.dayforcehcm.com/en-US/twg/CANDIDATEPORTAL/jobs/19961,N/A
Bottling Operator 1 (Grave) - Woodbridge,"JOB SUMMARY
 
The Bottling Operator 1 position tends to day-to-day operation of bottling equipment. The position follows standard operating procedures and practices safe work habits to ensure production is as efficient and safe as possible.
 
We are currently hiring for graveyard shift (M-F, 10 pm - 6:30 am) positions. 
 
ESSENTIAL FUNCTIONS
 

Under moderate supervision performs basic operation and minimal troubleshooting (white level) on a minimum of 2 of the following machine centers; Monobloc, Labeler, Case Packer, Depal, and Palletizer.
Operates and cleans bottling equipment.
Safely and efficiently operate all pieces of equipment on multiple production lines to meet or exceed established production goals in a cost-effective manner.
Assist with changeovers.
Maintains the mindset that there is always room for improvement, there is always a way to do it better. 
Ability to keep work area clean, organized and Food Safety compliant. Responsible for general housekeeping duties and maintaining a sanitary work area.
Responsible for routine production reporting and quality checks.
Must be able to consistently perform all in-process and final production quality control and verification checks.
Responsible for compliance with CBI sustainability policies and practices. 
Demonstrates situational awareness and a sense of urgency on the production floor.
Demonstrate a sense of urgency for Safety, Quality, and Productivity.
Communicate effectively with team members, leadership and other departments.
Follow all safety procedures and guidelines. Identify safety hazards and communicates to team members and leadership. 
Demonstrates a positive attitude, ability to work with team members to achieve production goals and has a desire to continuously learn and improve. 
Maintains job competencies as outlined in the provided skill qualification matrix.

 
QUALIFICATIONS
 

Must have a high school diploma or equivalent.
Must have strong mechanical skills. May be required to pass a Mechanical Aptitude Test.
Able to perform diverse and complex tasks on highly technical machine centers.
Complete qualification matrix level white or equivalent one-year repetitive manufacturing experience.  
Able to work various shifts and schedules including weekends as needed.

 
PHYSICAL DEMANDS
 

Works outdoors/indoors.
Works in warm/cold climates.
Works in high places.
Works on wet surfaces.
Must be able to stand, walk, and sit.
Must be able to move up to 55 lbs.
Use hands to handle or feel; reach with hands and arms.
Climb or balance stairs/ladders.
Stoop, kneel, crouch or crawl; talk and hear.
Must have close vision, distant vision, and ability to adjust focus, peripheral vision.
Must be able to stand for extended periods of time.
Is exposed to loud noise, fumes and/or toxic chemicals.
Works near moving, mechanical parts and lift truck traffic.

 
COMPENSATION
 

Hourly Pay Rate Posted: $21.86/hr.
Actual compensation will be based on factors such as experience; skills, knowledge, and abilities; education; and other position related factors.

 
 
At The Wine Group, we are proud to be an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, disability, protected veteran status or other characteristic protected by law.
 
#LI-BH1",21/04/2026,N/A,"The Wine Group, 5950 E. Woodbridge Road, Acampo, California, United States of America",The Wine Group,https://jobs.dayforcehcm.com/en-US/twg/CANDIDATEPORTAL/jobs/19955,N/A
Bottling Operator 1 (Day) - Woodbridge,"JOB SUMMARY
 
The Bottling Operator I position tends to day-to-day operation of bottling equipment. The position follows standard operating procedures and practices safe work habits to ensure production is as efficient and safe as possible.
 
We are currently hiring for day shift (M-F, 6 am - 2:30 pm) positions. 
 
ESSENTIAL FUNCTIONS
 

Under moderate supervision performs basic operation and minimal troubleshooting (white level) on a minimum of 2 of the following machine centers; Monobloc, Labeler, Case Packer, Depal, and Palletizer.
Operates and cleans bottling equipment.
Safely and efficiently operate all pieces of equipment on multiple production lines to meet or exceed established production goals in a cost-effective manner.
Assist with changeovers.
Maintains the mindset that there is always room for improvement, there is always a way to do it better. 
Ability to keep work area clean, organized and Food Safety compliant. Responsible for general housekeeping duties and maintaining a sanitary work area.
Responsible for routine production reporting and quality checks.
Must be able to consistently perform all in-process and final production quality control and verification checks.
Responsible for compliance with CBI sustainability policies and practices. 
Demonstrates situational awareness and a sense of urgency on the production floor.
Demonstrate a sense of urgency for Safety, Quality, and Productivity.
Communicate effectively with team members, leadership and other departments.
Follow all safety procedures and guidelines. Identify safety hazards and communicates to team members and leadership. 
Demonstrates a positive attitude, ability to work with team members to achieve production goals and has a desire to continuously learn and improve. 
Maintains job competencies as outlined in the provided skill qualification matrix.

 
QUALIFICATIONS
 

Must have a high school diploma or equivalent.
Must have strong mechanical skills. May be required to pass a Mechanical Aptitude Test.
Able to perform diverse and complex tasks on highly technical machine centers.
Complete qualification matrix level white or equivalent one-year repetitive manufacturing experience.  
Able to work various shifts and schedules including weekends as needed.

 
PHYSICAL DEMANDS
 

Works outdoors/indoors.
Works in warm/cold climates.
Works in high places.
Works on wet surfaces.
Must be able to stand, walk, and sit.
Must be able to move up to 55 lbs.
Use hands to handle or feel; reach with hands and arms.
Climb or balance stairs/ladders.
Stoop, kneel, crouch or crawl; talk and hear.
Must have close vision, distant vision, and ability to adjust focus, peripheral vision.
Must be able to stand for extended periods of time.
Is exposed to loud noise, fumes and/or toxic chemicals.
Works near moving, mechanical parts and lift truck traffic.

 
COMPENSATION
 

Hourly Pay Rate Posted: $21.86/hr.
Actual compensation will be based on factors such as experience; skills, knowledge, and abilities; education; and other position related factors.

 
 
At The Wine Group, we are proud to be an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, disability, protected veteran status or other characteristic protected by law.
 
#LI-BH1",21/04/2026,N/A,"The Wine Group, 5950 E. Woodbridge Road, Acampo, California, United States of America",The Wine Group,https://jobs.dayforcehcm.com/en-US/twg/CANDIDATEPORTAL/jobs/19946,N/A
Finished Wine Operator 1 (Swing) - Woodbridge,"JOB SUMMARY
 
The Finished Wine Operator performs all duties as specified by the current Finished Wine / Sanitation Standard Operation Procedures (SOP) including but not limited to, machine cleaning/sanitation internal (CIP) (SIP) and external, membrane filter performance, tracking and assist with maintenance, wine transfers, minor wine adjustments to required bottling specifications, assisting in equipment setup and possibly machine operation. Communicate and coordinate with the Packaging, Quality Control, Wine Making, and Cellar Departmental Managers and Supervisors.
 
We are currently hiring for swing shift (M-F, 2 pm - 10:30 pm). 
 
ESSENTIAL FUNCTIONS
 

All tasks are defined in the Sanitation SOP manual and are to be performed as specified unless change is requested from your supervisor.
Must have been in Advance Finished Wine Operator position for at least 1 consecutive year and meet all qualifications.
Able to uphold and meet all company and department attendance/performance policies.
Accurately/completely perform CIPs, SIPs, startup, and shutdown procedures from assigned product tanks to production line Monoblock(s) including internal/external sanitation as instructed for all productions lines.
Perform mixes, product/tank changes, tank measurements, and bottle return management by following proper protocol on all production lines.
Must passed all technical skill exams required to demonstrate knowledge.
Can perform live demonstration of all equipment center (filler and depalletizer) and pass a check for knowledge with a passing score.
Accurately complete all required ISO controlled paperwork and department paperwork for required tasks.
Complete all required titrations and ATP swabs.
Perform filter housing inspection/preventative maintenance including but limited to rebuilds, filter changes, integrity tests and back flushes.
Properly use equipment and cleaning tools to complete assigned equipment and environmental cleaning. 
Complete line Monoblock changeovers including required adjustments.
Perform in wine delivery/stability troubleshooting.
Must be LOTO authorized/forklift certified/ GMP auditor.
Can review parts inventory, plan/execute PMs and rebuilds on production line equipment.
Must possess technical aptitude.
Able to fill for Finish Wine duties, facilitate meetings, and be flexible with shift availability.
Trains other employees including new hires, creation of training documents, and SOP's, OPL’s. Flexible shifts are required when training on the off shifts.
Able to prioritize workload based on production needs.
Effectively communicate with Shift supervisor/foreman & all supporting departments.
Perform any other duties as assigned by Packaging leaderships.

 
QUALIFICATIONS
 

High school diploma or GED equivalent required.
Previous experience in wine cellar or packaging operations as it leads to previous finish wine experience.
Good comprehension skills.
Good mechanical aptitude.
Good attitude, attendance, and performance history.
Processing equipment operation.
Company procedures and processes.
Read and write and understand English.
Working with limited supervision.
Follow Standard Operating Procedures.
Gauge, calculate and make wine stops on tanks.
Receive and carry out written and verbal instructions.

 
 
PHYSICAL DEMANDS
 

The ability to frequently move, transport and position objects weighing up to 50 - 100 pounds at varying frequencies.
Safely work around and operate mechanical equipment and tools.
Work both indoors and outdoors in and around outdoor elements such as precipitation, wind, low/high temperatures, and elevated noise levels.
Move safely over uneven and/or wet terrain.
Work with hazardous materials requiring the use of PPE including respirators, gloves, eye and face protection, and chemical resistant coverings.
Use of a bicycle as a source of transportation between tanks.
Use of Power Washers to perform eternal cleanings.
Preventative Maintenance on Wine Skids.

 
COMPENSATION
 

Hourly Pay Range Posted: $21.86 to $24.00/hr.
Actual compensation will be based on factors such as experience; skills, knowledge, and abilities; education; and other position related factors.

 
 
At The Wine Group, we are proud to be an equal opportunity employer. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, disability, protected veteran status or other characteristic protected by law.
 
#LI-BH1",17/04/2026,N/A,"The Wine Group, 5950 E. Woodbridge Road, Acampo, California, United States of America",The Wine Group,https://jobs.dayforcehcm.com/en-US/twg/CANDIDATEPORTAL/jobs/19941,N/A
